"GeneNames","value1","value2","log2(Fold_change)","log2(Fold_change) normalized","z-score","p-value","q-value(Benjamini et al. 1995)","q-value(Storey et al. 2003)","Signature(q-value(Storey et al. 2003) < 0.01)","mu","clr","pch"
"Kif14",854,146,2.54826770074047,2.53661825055846,23.3630402259127,1.01573903542591e-120,6.10362642102086e-119,1.4115571080612e-119,TRUE,8.46395840925025,"red","4"
"Bbc3",167,882,-2.40093055308347,-2.41258000326548,-23.1659631352073,1.00379394429803e-118,6.00467728841343e-117,1.3886736053967e-117,TRUE,8.58416956901579,"red","4"
"Cdc6",701,86,3.02700587930853,3.01535642912651,23.1585568579926,1.19202251760287e-118,7.09868118106104e-117,1.64167876403403e-117,TRUE,7.93976769435636,"red","4"
"Prl2c2",786,0,10.6183855022586,10.6067360520766,23.1468904367882,1.56246220300424e-118,9.26316877495372e-117,2.14224967675357e-117,TRUE,4.8091927511293,"red","4"
"Dixdc1",591,48,3.62205181945638,3.61040236927436,22.9656884014864,1.02713066888058e-116,5.93056316640615e-115,1.37153357936779e-115,TRUE,7.39598841044934,"red","4"
"Knstrn",1052,251,2.06737543534153,2.05572598515951,22.8409098946038,1.79939595597558e-115,1.02119565364768e-113,2.36167138057983e-114,TRUE,9.00523127162154,"red","4"
"Slc25a10",825,145,2.50834121911824,2.49669176893623,22.7584032483418,1.18482385165488e-114,6.55602531249035e-113,1.51618128177103e-113,TRUE,8.43407969957406,"red","4"
"Dusp10",804,136,2.56358884992859,2.55193939974657,22.7452160252444,1.60032174342887e-114,8.81837043681969e-113,2.03938324743139e-113,TRUE,8.36925726621463,"red","4"
"Fam131b",822,146,2.49317002480167,2.48152057461965,22.6383846373557,1.81576334547262e-113,9.88251525732638e-112,2.28548303824092e-112,TRUE,8.43640957128085,"red","4"
"Elovl6",588,53,3.47175189027316,3.46010244009115,22.5330070589851,1.9711051329974e-112,1.06841943535533e-110,2.4708836097382e-111,TRUE,7.46379639969978,"red","4"
"Eno3",1054,260,2.01929133860876,2.00764188842674,22.5146812169373,2.98074485314884e-112,1.60911754674051e-110,3.72133081897839e-111,TRUE,9.03201348233283,"red","4"
"Chtf18",601,58,3.37324018558361,3.3615907354016,22.5132202592129,3.08061664977095e-112,1.65629915420883e-110,3.83044551374787e-111,TRUE,7.54460108791938,"red","4"
"Fam171a1",976,221,2.14283477817145,2.13118532798944,22.5115938204184,3.19573402771446e-112,1.71126402774387e-110,3.95756020357367e-111,TRUE,8.85931994847716,"red","4"
"Rab7b",736,112,2.71620703399941,2.70455758381739,22.4615649076721,9.86518647547466e-112,5.24038705577214e-110,1.21191978134367e-110,TRUE,8.16545843905731,"red","4"
"Rgs16",472,13,5.18220333122075,5.17055388103873,22.4296609346069,2.02171665973679e-111,1.06541258894066e-109,2.46392981680149e-110,TRUE,6.29154138375147,"red","4"
"Glrx",821,152,2.43331089833422,2.4216614481522,22.3090810168433,3.01629086001269e-110,1.55257141941738e-108,3.59055923754378e-109,TRUE,8.4645829626107,"red","4"
"Bub1",966,221,2.12797681944434,2.11632736926233,22.297164561751,3.93666616479857e-110,2.01849137716313e-108,4.66807051162595e-109,TRUE,8.8518909691136,"red","4"
"Slc4a8",918,198,2.2129937233342,2.20134427315218,22.2786275555614,5.95548994052169e-110,3.04188101577416e-108,7.03481581851839e-109,TRUE,8.73585348174671,"red","4"
"Ercc6l",877,182,2.26863839224604,2.25698894206402,22.1115896046981,2.44504718117775e-108,1.22993282447123e-106,2.844408063444e-107,TRUE,8.64211383632172,"red","4"
"Aldh1a7",453,10,5.50143914515887,5.48978969497686,22.0746725142946,5.53639039417402e-108,2.7434053893519e-106,6.34454521052648e-107,TRUE,6.0726476674668,"red","4"
"Dynap",650,84,2.95197848513706,2.94032903495504,22.0298986798515,1.48906009244747e-107,7.35119629282616e-106,1.70007675177413e-106,TRUE,7.86830666534729,"red","4"
"Dtl",965,232,2.05640413702787,2.04475468684586,21.8006664958213,2.28663183732613e-105,1.09626248374336e-103,2.53527492426371e-104,TRUE,8.88618306364151,"red","4"
"Esco2",705,111,2.66706358093605,2.65541413075403,21.7685704592605,4.60778388769555e-105,2.20112841829485e-103,5.09044664643801e-104,TRUE,8.12794765681813,"red","4"
"Mboat1",796,153,2.379236777851,2.36758732766898,21.6784678521943,3.27604843232012e-104,1.54276323337628e-102,3.56787630485999e-103,TRUE,8.44700623161815,"red","4"
"Cdca3",672,99,2.76296080269915,2.75131135251713,21.6575788750874,5.15630777864615e-104,2.41963842050957e-102,5.5957844989422e-103,TRUE,8.01083702142918,"red","4"
"Tnxb",955,232,2.04137592779554,2.02972647761352,21.584153731041,2.5307926760922e-103,1.16697662286474e-101,2.69881220330398e-102,TRUE,8.87866895902534,"red","4"
"Mis18bp1",706,115,2.61803432232681,2.60638487214479,21.5642293830943,3.89348196630312e-103,1.78294622456915e-101,4.12333626434584e-102,TRUE,8.15450721210778,"red","4"
"Gadd45a",215,907,-2.07676589093906,-2.08841534112108,-21.510584516211,1.23932918384074e-102,5.57908188522205e-101,1.29024814893955e-101,TRUE,8.78657579505899,"red","4"
"Pbk",753,137,2.4584739717114,2.44682452152939,21.4932667679788,1.79991086603222e-102,8.04808629660199e-101,1.86124324043384e-101,TRUE,8.32726906881623,"red","4"
"Kif2c",747,136,2.4575015915389,2.44585214135688,21.4025603782433,1.2646884694481e-101,5.61707788437148e-100,1.29903530578331e-100,TRUE,8.31621363701979,"red","4"
"Col20a1",160,790,-2.3037807481771,-2.31543019835912,-21.3988329255653,1.36994326780026e-101,6.0441350818563e-100,1.39779882456328e-100,TRUE,8.47381846897591,"red","4"
"Ulbp1",845,182,2.21501289097085,2.20336344078884,21.3865512869629,1.78260943271429e-101,7.83875935975024e-100,1.81283317971909e-100,TRUE,8.61530108568412,"red","4"
"Rtkn2",431,13,5.05110434094801,5.03945489076599,21.3699215751724,2.54560078692441e-101,1.1156956584276e-99,2.58021711758547e-100,TRUE,6.2259918886151,"red","4"
"Cdh6",781,153,2.35179089544933,2.34014144526731,21.3254935193545,6.58553751466702e-101,2.87684007219665e-99,6.65313335475286e-100,TRUE,8.43328329041732,"red","4"
"Fignl1",831,178,2.22297123580395,2.21132178562193,21.255904761307,2.90704883470726e-100,1.25342884821144e-98,2.89874621757389e-99,TRUE,8.58721904886837,"red","4"
"Pspc1",758,144,2.39612903672878,2.38447958654676,21.2433250852375,3.80015210957051e-100,1.63320453123289e-98,3.7770356603738e-99,TRUE,8.3679895198067,"red","4"
"Atp2a3",7,415,-5.88961260417668,-5.9012620543587,-21.2346492483303,4.57091671344517e-100,1.95182552908527e-98,4.51389552575994e-99,TRUE,5.75216122414595,"red","4"
"Ttk",781,155,2.33305433286774,2.32140488268573,21.2235486970146,5.78859197104655e-100,2.46386222357366e-98,5.6980588179366e-99,TRUE,8.44265157170811,"red","4"
"Pdk1",695,117,2.57050444802747,2.55885499784545,21.1791297080253,1.48755215867101e-99,6.29130339718184e-98,1.454960283722e-98,TRUE,8.15561694359714,"red","4"
"Lpar1",909,219,2.05334942459293,2.04169997441092,21.1381971505586,3.54357510944141e-99,1.49392626836133e-97,3.45493334218853e-98,TRUE,8.80146177189764,"red","4"
"Cdca2",788,163,2.2733236652253,2.26167421504328,20.9860258827409,8.80035406676339e-98,3.60705870390796e-96,8.34187579888565e-97,TRUE,8.48538998684373,"red","4"
"Bard1",527,53,3.31373869707402,3.302089246892,20.9231503909194,3.29604724321255e-97,1.3344971765202e-95,3.08622914521304e-96,TRUE,7.38478980310021,"red","4"
"Cenpa",676,115,2.55538938533781,2.54373993515579,20.8186920823951,2.93076136433254e-96,1.16528475803402e-94,2.69489950671519e-95,TRUE,8.12318474361328,"red","4"
"Neil3",462,32,3.85174904141606,3.84009959123404,20.7541963735493,1.12344761336854e-95,4.44029294807567e-94,1.02688576272365e-94,TRUE,6.92587452070803,"red","4"
"Xkr5",415,16,4.69696752623429,4.68531807605227,20.7298178140713,1.86494648640215e-95,7.30574906767568e-94,1.68956638477626e-94,TRUE,6.34848376311714,"red","4"
"Shcbp1",743,150,2.30839971004271,2.2967502598607,20.568605361959,5.24527849441276e-94,2.01905212770439e-92,4.66936733315101e-93,TRUE,8.38301854551724,"red","4"
