"GeneNames","value1","value2","log2(Fold_change)","log2(Fold_change) normalized","z-score","p-value","q-value(Benjamini et al. 1995)","q-value(Storey et al. 2003)","Signature(q-value(Storey et al. 2003) < 0.01)","mu","clr","pch"
"Zfp661",112,80,0.485426827170241,0.497653230678233,2.37311478030902,0.0176387816047667,0.137526401452006,0.0996056235837792,FALSE,6.56464150847248,"black","46"
"Fam53b",175,224,-0.356143810225275,-0.343917406717283,-2.37188330804865,0.0176976791124129,0.137904398922446,0.0998793940988125,FALSE,7.62928301694497,"black","46"
"Brd8",991,896,0.145386325128884,0.157612728636876,2.37150485766438,0.0177158138126441,0.137964505332703,0.0999229270961997,FALSE,9.88004808462205,"black","46"
"Serac1",465,399,0.220841969773049,0.233068373281042,2.37090199715478,0.0177447354991804,0.138108496927484,0.099976456818679,FALSE,8.75066592110887,"black","46"
"Slc25a38",148,111,0.415037499278844,0.427263902786836,2.37087237517892,0.0177461576524873,0.138038414313325,0.099976456818679,FALSE,7.00193461598953,"black","46"
"Fbxl8",115,155,-0.430634354329863,-0.418407950821871,-2.36959024893762,0.0178078084294365,0.138436627009577,0.100264868523707,FALSE,7.06080722810931,"black","46"
"Cacna1a",154,200,-0.377069649079823,-0.364843245571831,-2.36897806741615,0.0178373111903882,0.138584602611238,0.100372042142176,FALSE,7.45532136523481,"black","46"
"Zcchc14",1444,1331,0.117560170975279,0.129786574483272,2.36872766742254,0.0178493910107219,0.13859711882167,0.100381107201189,FALSE,10.4370749413995,"black","46"
"Pank3",2109,1975,0.0947064418418648,0.106932845349857,2.36803650923541,0.0178827711337343,0.138774916201353,0.100509879703689,FALSE,10.9949901588728,"black","46"
"Ttc39aos1",67,98,-0.548620653657436,-0.536394250149444,-2.36659469874671,0.0179525807904372,0.139194270620555,0.100784091449548,FALSE,6.34039951728649,"black","46"
"Fan1",67,98,-0.548620653657436,-0.536394250149444,-2.36659469874671,0.0179525807904372,0.139194270620555,0.100784091449548,FALSE,6.34039951728649,"black","46"
"Ift172",398,337,0.240019839361791,0.252246242869783,2.36605611373532,0.0179787192059253,0.139274583714011,0.100871771628858,FALSE,8.51661470086275,"black","46"
"Nova2",71,46,0.626185163447669,0.638411566955661,2.36547692037083,0.0180068656067583,0.13941104898706,0.100970608713781,FALSE,5.83665453778085,"black","46"
"Acadl",989,1106,-0.161308959475598,-0.149082555967605,-2.36322317225826,0.0181167560594686,0.140179855915432,0.101527429023973,FALSE,10.0304811904969,"black","46"
"Gnpda2",113,81,0.480328959530564,0.492555363038556,2.36135269371569,0.0182084042066779,0.140806695848252,0.101981427541614,FALSE,6.58001448264991,"black","46"
"Vcp",1604,1755,-0.129796888737003,-0.117570485229011,-2.36061648433715,0.0182445875612934,0.14100414169525,0.1021244307505,FALSE,10.7123568708234,"black","46"
"Fads2",852,764,0.157280792190088,0.16950719569808,2.35996254912742,0.0182767800677349,0.141170531690048,0.102244941278042,FALSE,9.65606922413079,"black","46"
"Trim59",1008,1126,-0.159711188580314,-0.147484785072322,-2.35959527319121,0.0182948824555593,0.141227958500962,0.102256951718152,FALSE,10.0571355177901,"black","46"
"Acin1",1954,1825,0.0985340033136435,0.110760406821636,2.35935732216604,0.0183066190223462,0.141236205848975,0.102256951718152,FALSE,10.8829477503116,"black","46"
"Layn",585,674,-0.204311966711092,-0.1920855632031,-2.35927014711105,0.0183109204467428,0.141187114615275,0.102256951718152,FALSE,9.29444879782631,"black","46"
"Pla1a",170,218,-0.358793388639224,-0.346566985131232,-2.35684510981187,0.0184309327253893,0.142029754570098,0.102795204275896,FALSE,7.58878763045731,"black","46"
"Cep350",1859,1733,0.101255115759312,0.113481519267304,2.3567009567472,0.0184380883218351,0.14200224042628,0.102795204275896,FALSE,10.8096834970398,"black","46"
"Icmt",994,1111,-0.160541059826805,-0.148314656318813,-2.35667320894046,0.0184394659708651,0.141930284876908,0.102795204275896,FALSE,10.0373725714757,"black","46"
"Acsm3",15,31,-1.04730571477836,-1.03507931127036,-2.35586200989763,0.0184797809746276,0.1421579432441,0.102938820045505,FALSE,4.4305434529977,"black","46"
"Brd1",1407,1296,0.118556610351908,0.1307830138599,2.35572296344949,0.0184866990497361,0.142128576492135,0.102938820045505,FALSE,10.3991283080606,"black","46"
"Rreb1",665,587,0.1799938372785,0.192220240786493,2.35501120062476,0.0185221473903389,0.142318461579046,0.103076347256945,FALSE,9.2872136117493,"black","46"
"Cln3",77,51,0.594361198723406,0.606587602231398,2.35354671895461,0.0185952709781307,0.142797443433568,0.103423257274231,FALSE,5.9696059413332,"black","46"
"Mcf2l",444,380,0.224560258019157,0.236786661527149,2.35218861398674,0.0186633086445027,0.143236836605548,0.103741494575807,FALSE,8.68213573734053,"black","46"
"Ikbkap",1202,1099,0.129245509761954,0.141471913269947,2.35092380563057,0.0187268681484993,0.143641371621079,0.104034485318369,FALSE,10.1665984258302,"black","46"
"Tigd5",83,117,-0.49532528823648,-0.483098884728488,-2.35053672028827,0.0187463578750358,0.14370760388396,0.104082455059277,FALSE,6.62270207546517,"black","46"
"Proser3",250,202,0.307572801910292,0.319799205418285,2.34973332334241,0.0187868655061535,0.143934787289332,0.104246996154813,FALSE,7.81199788370694,"black","46"
"Atp6v1d",577,665,-0.20478302174307,-0.192556618235078,-2.34901936394777,0.0188229278866968,0.144127670498542,0.104306742303236,FALSE,9.27481901951702,"black","46"
"Adam15",1134,1259,-0.150857642776788,-0.138631239268796,-2.34890142548201,0.0188288908299513,0.144089991732789,0.104306742303236,FALSE,10.2226337463306,"black","46"
"Usp17la",59,88,-0.576788569275456,-0.564562165767464,-2.34887420288449,0.0188302674332475,0.144017279346484,0.104306742303236,FALSE,6.17103733399957,"black","46"
"Rhd",9,22,-1.28950661719499,-1.27728021368699,-2.34836320267862,0.0188561242374255,0.144131771812515,0.10438966524279,FALSE,3.8146783100398,"black","46"
"4933421O10Rik",83,56,0.567684509289321,0.579910912797313,2.34688616884558,0.0189310373852659,0.144620890907983,0.10474391731364,FALSE,6.09119717670226,"black","46"
"Mblac2",151,114,0.405514725160337,0.417741128668329,2.34527387182219,0.0190131078798573,0.145164091823201,0.105104866444363,FALSE,7.03564737674491,"black","46"
"Ipo7",2349,2210,0.0880003437334036,0.100226747241396,2.34517409476316,0.0190181970214512,0.145119256695673,0.105104866444363,FALSE,11.1538308261455,"black","46"
"Ctdspl",469,548,-0.224587970445151,-0.212361566937159,-2.34363557246593,0.0190968204530034,0.145635256899374,0.105434858764676,FALSE,8.98573809773795,"black","46"
"Apob",13,28,-1.10691520391651,-1.09468880040852,-2.34357543766234,0.0190998992964897,0.14557488013024,0.105434858764676,FALSE,4.25389732009935,"black","46"
"Btbd2",505,587,-0.217077115470895,-0.204850711962903,-2.34286167516192,0.01913647639847,0.145769741679715,0.105575990256106,FALSE,9.0886781353746,"black","46"
"Tap1",380,451,-0.247128014924431,-0.234901611416439,-2.34260671144699,0.0191495569714373,0.145785500140804,0.10558740356531,FALSE,8.69341961579316,"black","46"
"Sfi1",477,411,0.214850872323828,0.22707727583182,2.3420051143031,0.0191804520915217,0.145936784620492,0.105667005584875,FALSE,8.7904200198436,"black","46"
"Hspa9",3469,3305,0.0698695688913276,0.0820959723993197,2.34189651221855,0.0191860340095263,0.145895407382033,0.105667005584875,FALSE,11.7253693408407,"black","46"
"Mamld1",284,233,0.285560974850401,0.297787378358393,2.34096037221757,0.0192342085307029,0.14617777654304,0.105829131131109,FALSE,8.00696663207948,"black","46"
"Sar1b",568,655,-0.205603976920131,-0.193377573412138,-2.34089560669437,0.0192375453235983,0.146119255616247,0.105829131131109,FALSE,9.25254910796475,"black","46"
"Gss",263,322,-0.291997888822316,-0.279771485314323,-2.33924902096617,0.0193225493906835,0.146680751939942,0.106200843220389,FALSE,8.18491793370346,"black","46"
"Prepl",622,547,0.185373747338046,0.197600150846038,2.33915783327057,0.0193272664816244,0.1466324819199,0.106200843220389,FALSE,9.18808389646158,"black","46"
"Plag1",242,195,0.311532923524984,0.323759327032976,2.33885305114196,0.0193430400022481,0.146668102285088,0.106226641820872,FALSE,7.7630967755121,"black","46"
"Rangrf",144,108,0.415037499278844,0.427263902786836,2.33861361211968,0.0193554396819275,0.146678114452798,0.106233893288209,FALSE,6.96240625180289,"black","46"
"Prkag1",805,909,-0.175291511192128,-0.163065107684136,-2.33768505915021,0.0194035917976521,0.146958896915971,0.106408940014072,FALSE,9.74049072859804,"black","46"
"2410015M20Rik",320,385,-0.266786540694902,-0.25456013718691,-2.33757073456027,0.0194095275764489,0.146919803078677,0.106408940014072,FALSE,8.45532136523481,"black","46"
"Rcor3",479,413,0.213883874316734,0.226110277824726,2.33730754642086,0.0194231984414751,0.146939270952394,0.10642303992275,FALSE,8.79693990857781,"black","46"
"Oas1b",44,25,0.815575428862573,0.827801832370565,2.33661867706379,0.0194590204362309,0.147126197347379,0.106558424255797,FALSE,5.05164390420601,"black","46"
"Actn1",3386,3611,-0.0928164470529982,-0.080590043545006,-2.33622590174346,0.0194794710288948,0.147196756250878,0.106609527633098,FALSE,11.7717744814221,"black","46"
"Adar",1170,1069,0.130246676750277,0.142473080258269,2.33542364718129,0.01952130028682,0.147428690528927,0.106749882081027,FALSE,10.1271694760956,"black","46"
"Bag6",2238,2417,-0.111007436789189,-0.0987810332811965,-2.33524057942676,0.0195308563605171,0.147416765881919,0.106749882081027,FALSE,11.183498039371,"black","46"
"Pear1",40,22,0.862496476250065,0.874722879758058,2.33509390864024,0.0195385154732842,0.147390544929236,0.106749882081027,FALSE,4.89067985676233,"black","46"
"Prdm5",423,361,0.228658826232779,0.240885229740772,2.33396749245136,0.0195974241530504,0.147750739386238,0.107010758488191,FALSE,8.61018444000356,"black","46"
"Gpnmb",1576,1724,-0.129492239632723,-0.117265836124731,-2.33373128477736,0.0196097968670732,0.147759875198168,0.107017375241299,FALSE,10.6867979392727,"black","46"
"Emc8",559,645,-0.206450877467425,-0.194224473959433,-2.3327871543882,0.0196593192030791,0.148048763896226,0.107161415896097,FALSE,9.2299299115769,"black","46"
"Pcdh18",362,431,-0.251698172005893,-0.239471768497901,-2.332779190158,0.0196597374138549,0.147967745094954,0.107161415896097,FALSE,8.62569497308615,"black","46"
"Zhx1",1291,1424,-0.141460145659208,-0.129233742151216,-2.33256214394228,0.0196711377488686,0.147969427646177,0.107161415896097,FALSE,10.4050033581368,"black","46"
"Enho",60,89,-0.568842835357879,-0.556616431849887,-2.33214570864965,0.0196930271455633,0.148049963872863,0.107161415896097,FALSE,6.19131201328746,"black","46"
"Ctnnd1",1888,2051,-0.119468727118011,-0.107242323610019,-2.33196778673737,0.019702385870673,0.148036257969262,0.107161415896097,FALSE,10.9423774129208,"black","46"
"Gulp1",543,473,0.199112014464967,0.21133841797296,2.33195142595515,0.0197032466457764,0.147958753456287,0.107161415896097,FALSE,8.98525238057188,"black","46"
"Trub1",512,444,0.205584133649895,0.217810537157887,2.3311334230625,0.0197463253858315,0.148198186951827,0.107229734825889,FALSE,8.89720793317505,"black","46"
"Nckipsd",312,376,-0.269186632815389,-0.256960229307397,-2.33089647265582,0.0197588193314808,0.148207937183838,0.107229734825889,FALSE,8.41999553526994,"black","46"
"Zfp236",662,585,0.178394592336451,0.190620995844443,2.33078951630449,0.0197644611979031,0.148166309059479,0.107229734825889,FALSE,9.28149011063899,"black","46"
"Rab27b",342,409,-0.258104518055852,-0.24587811454786,-2.33066322584661,0.0197711247348533,0.148132382775734,0.107229734825889,FALSE,8.54690477391382,"black","46"
"Flna",7540,7319,0.0429179779347049,0.0551443814426971,2.33058984528245,0.0197749974572883,0.14807759691009,0.107229734825889,FALSE,12.8588898191887,"black","46"
"Mnt",627,552,0.183797176023871,0.196023579531863,2.33044001903125,0.0197829067236114,0.148053082031595,0.107229734825889,FALSE,9.2004230447901,"black","46"
"Fuca2",653,746,-0.192092638708806,-0.179866235200813,-2.32912879059625,0.0198522438842853,0.148488054680256,0.107524455735639,FALSE,9.44698550090083,"black","46"
"Pex5",577,505,0.192287931006325,0.204514334514317,2.32898788125876,0.0198597077164105,0.148460005904889,0.107524455735639,FALSE,9.07628354314232,"black","46"
"Hoxc11",53,32,0.727920454563199,0.740146858071191,2.32802619556812,0.0199107127321718,0.148757294504076,0.107703492234504,FALSE,5.3639602272816,"black","46"
"Foxf1",222,276,-0.314108590428062,-0.30188218692007,-2.32794092632561,0.019915240679589,0.148707203247083,0.107703492234504,FALSE,7.95147016156414,"black","46"
"Tjp2",738,657,0.167727445738066,0.179953849246058,2.32754125576579,0.0199364758755219,0.148781851249174,0.107757557204714,FALSE,9.44361328319136,"black","46"
"Npy1r",160,206,-0.364572432295856,-0.352346028787864,-2.3269303921822,0.0199689703186035,0.148940393266474,0.107862982498362,FALSE,7.50421431103529,"black","46"
"Scrn2",146,190,-0.38003104945093,-0.367804645942938,-2.32654061686289,0.019989728284883,0.148969328884641,0.107862982498362,FALSE,7.37984008360548,"black","46"
"1110059G10Rik",146,190,-0.38003104945093,-0.367804645942938,-2.32654061686289,0.019989728284883,0.148969328884641,0.107862982498362,FALSE,7.37984008360548,"black","46"
"Yars",1311,1205,0.121634539104431,0.133860942612423,2.32619941572995,0.0200079148306739,0.148979068865743,0.107900395114182,FALSE,10.2956347006695,"black","46"
"Ggta1",1207,1335,-0.145414065819894,-0.133187662311902,-2.32598596333538,0.0200192995140346,0.148980048491458,0.10790110462326,FALSE,10.309916993665,"black","46"
"Sarm1",96,132,-0.459431618637297,-0.447205215129305,-2.32559207027431,0.020040323013923,0.149052717068161,0.107953735964013,FALSE,6.8146783100398,"black","46"
"Pdlim5",874,982,-0.168089744814093,-0.155863341306101,-2.32534077729219,0.0200537454968683,0.149068802152184,0.107965385834929,FALSE,9.85553434190765,"black","46"
"Zbtb12",596,523,0.18850138421522,0.200727787723212,2.32472535293305,0.020086650719398,0.149229612162801,0.108081854972614,FALSE,9.12491782835455,"black","46"
"Fam227a",26,12,1.11547721741994,1.12770362092793,2.32298552075023,0.0201799302879765,0.149838528930186,0.108522872360444,FALSE,4.14270110943112,"black","46"
"Sema4d",6,17,-1.50250034052918,-1.49027393702119,-2.32128694408378,0.0202713624006349,0.150390903234522,0.108892427367893,FALSE,3.33621267098575,"black","46"
"Urah",6,17,-1.50250034052918,-1.49027393702119,-2.32128694408378,0.0202713624006349,0.150390903234522,0.108892427367893,FALSE,3.33621267098575,"black","46"
"Rexo1",1187,1086,0.128295831837544,0.140522235345536,2.32090627769271,0.0202919026698826,0.150416852993603,0.108941732509201,FALSE,10.1489563037231,"black","46"
"Gm5741",6,0,3.58496250072116,3.59718890422915,2.32036345711611,0.0203212239765798,0.150549907233319,0.109038099100469,FALSE,1.29248125036058,"black","46"
"Zdhhc17",502,435,0.206671963214681,0.218898366722674,2.31934591867662,0.0203762875085262,0.15087341740793,0.109225821304599,FALSE,8.86820757234343,"black","46"
"Psat1",2223,2089,0.0896954559598822,0.101921859467874,2.31929600400159,0.0203789919592583,0.150809097008732,0.109225821304599,FALSE,11.073444505047,"black","46"
"Kif20a",1323,1457,-0.139187815785835,-0.126961412277843,-2.31886624131236,0.0204022900921778,0.150897161190135,0.109289603150204,FALSE,10.4391912541716,"black","46"
"Saysd1",33,55,-0.736965594166207,-0.724739190658214,-2.3185391971363,0.0204200352516611,0.150944079674339,0.109323584588149,FALSE,5.41287691644156,"black","46"
"4933407K13Rik",110,79,0.477578965347557,0.489805368855549,2.31789287962574,0.0204551435249394,0.151119221610866,0.109450433844869,FALSE,6.54257023085088,"black","46"
"Fkbp15",744,843,-0.180230009834052,-0.16800360632606,-2.31740571253726,0.0204816414577422,0.151230591890156,0.109531095492379,FALSE,9.62927381602506,"black","46"
"Pak3",931,841,0.146675367303651,0.158901770811643,2.31686619459768,0.0205110217824609,0.151363108906354,0.109572343910283,FALSE,9.78929967390697,"black","46"
"Sesn1",306,369,-0.270089163367745,-0.257862759859752,-2.31684439865689,0.020512209487807,0.151287543960488,0.109572343910283,FALSE,8.39243242437652,"black","46"
"Unc50",287,348,-0.278036569173041,-0.265810165665049,-2.31610175343723,0.0205527135967862,0.151501879347357,0.109727579629677,FALSE,8.30392521126221,"black","46"
"Dhtkd1",49,29,0.756728848987636,0.768955252495629,2.31399808971661,0.0206678269259379,0.152265643112127,0.110254533233571,FALSE,5.23634541962139,"black","46"
"Rab10",1935,2099,-0.117368600260383,-0.10514219675239,-2.31374809206032,0.0206815441992078,0.152281959762688,0.110254533233571,FALSE,10.976802151162,"black","46"
"Tgif1",912,823,0.148141393743115,0.160367797251107,2.3136685330843,0.0206859112336177,0.152229449039391,0.110254533233571,FALSE,9.75881931729318,"black","46"
"Tpst2",776,877,-0.176520190257607,-0.164293786749615,-2.31297363186919,0.0207240889199887,0.152425674006517,0.110396652201325,FALSE,9.68817293731593,"black","46"
"Tmem126b",103,140,-0.442782489761748,-0.430556086253756,-2.31252605043548,0.0207487114349257,0.152522038138246,0.110466445414342,FALSE,6.90789177206409,"black","46"
"Capn7",900,1009,-0.16492926788932,-0.152702864381328,-2.31056504273396,0.0208568919956674,0.153232182647415,0.110974362231591,FALSE,9.8962458251617,"black","46"
"Vezf1",1655,1538,0.105775713732752,0.118002117240745,2.3103775697661,0.0208672597919301,0.153223323563706,0.110974362231591,FALSE,10.6397276448282,"black","46"
"Mpdz",2403,2265,0.0853255981962686,0.0975520017042608,2.30975412194939,0.0209017705698584,0.153391652203079,0.111062342754612,FALSE,11.1879581340317,"black","46"
"Xpo7",1920,1795,0.0971224668981048,0.109348870406097,2.30949590744174,0.0209160785219012,0.153411614155928,0.111062342754612,FALSE,10.8583293621595,"black","46"
"Glce",1389,1281,0.116776123639745,0.129002527147737,2.30945086373093,0.0209185753180213,0.15334497155885,0.111062342754612,FALSE,10.3814428221615,"black","46"
"Capn1",1065,1184,-0.152815650515748,-0.140589247007756,-2.30924238837729,0.0209301345978395,0.153344799081791,0.111062342754612,FALSE,10.1330455403711,"black","46"
"Per3",292,241,0.276935222650056,0.289161626158048,2.30839462685473,0.0209771975775864,0.153604601067293,0.11125028467692,FALSE,8.05135694755499,"black","46"
"Hexa",1049,1167,-0.153789883130081,-0.141563479622089,-2.30809918416178,0.0209936205590102,0.153639879812458,0.11125028467692,FALSE,10.1116939041423,"black","46"
"Pogz",832,747,0.155475285351855,0.167701688859847,2.30797799874493,0.0210003602179658,0.153604292224116,0.11125028467692,FALSE,9.62270207546517,"black","46"
"Nudt6",57,85,-0.57650092197296,-0.564274518464968,-2.30742788222283,0.0210309783500517,0.153743303355237,0.111350965638934,FALSE,6.12114047515122,"black","46"
"Dennd6b",270,221,0.2889130376594,0.301139441167392,2.30688272786857,0.0210613586652855,0.15388042349322,0.111450277019916,FALSE,7.93235907822113,"black","46"
"Zfp808",140,105,0.415037499278844,0.427263902786836,2.3059036324804,0.021116017624606,0.154194681374605,0.111671876657388,FALSE,6.92176426730554,"black","46"
"Alg1",218,271,-0.313964716576945,-0.301738313068953,-2.30571561002429,0.0211265282958716,0.154186388152726,0.111671876657388,FALSE,7.9251666830654,"black","46"
"Mir6955",0,6,-3.58496250072116,-3.57273609721316,-2.30459019601295,0.0211895355697982,0.154518458500996,0.111835220339978,FALSE,1.29248125036058,"black","46"
"Slc22a6",0,6,-3.58496250072116,-3.57273609721316,-2.30459019601295,0.0211895355697982,0.154518458500996,0.111835220339978,FALSE,1.29248125036058,"black","46"
"Fam179b",1233,1131,0.12457387041302,0.136800273921012,2.30428932540313,0.0212064077759702,0.154513831891067,0.111835220339978,FALSE,10.2056701491963,"black","46"
"Rbbp6",2110,1980,0.0917425686275752,0.103968972135567,2.30413061152003,0.0212153128387474,0.154493689038601,0.111835220339978,FALSE,10.9971559992808,"black","46"
"Ube2h",1156,1280,-0.147002412386684,-0.134776008878691,-2.30408821082938,0.0212176923930667,0.154426074541951,0.111835220339978,FALSE,10.248426888694,"black","46"
"Chsy3",15,5,1.58496250072116,1.59718890422915,2.303744130984,0.0212370109773035,0.154481751828858,0.111835220339978,FALSE,3.11440934524794,"black","46"
"Sco1",350,417,-0.252692461612334,-0.240466058104342,-2.30370739960798,0.0212390741888434,0.154411918279021,0.111835220339978,FALSE,8.5775573426385,"black","46"
"Emc1",989,897,0.140862535839849,0.153088939347841,2.30291708268927,0.0212835088200362,0.154650040213205,0.111915319204893,FALSE,9.87939544283919,"black","46"
"Cep83",1108,1011,0.132174884146174,0.144401287654166,2.3026831220013,0.0212966785051038,0.154660848452589,0.111915319204893,FALSE,10.0476547239761,"black","46"
"Itsn1",1515,1403,0.110802784740414,0.123029188248407,2.30264335136173,0.0212989179065031,0.154592310397037,0.111915319204893,FALSE,10.5097006859901,"black","46"
"Thop1",1036,942,0.137225038073771,0.149451441581763,2.30245575026373,0.0213094840969824,0.154584252032849,0.111915319204893,FALSE,9.94819576864967,"black","46"
"Snx11",281,341,-0.279201608803247,-0.266975205295254,-2.30227234436932,0.0213198184154736,0.154574521359504,0.111915319204893,FALSE,8.27402712462255,"black","46"
"Cldnd1",1088,1208,-0.150941898074739,-0.138715494566747,-2.30219253663363,0.0213243166814394,0.154522511519199,0.111915319204893,FALSE,10.1629337902877,"black","46"
"Tm7sf2",54,33,0.710493382805015,0.722719786313007,2.30149691936022,0.0213635593160226,0.154722189160188,0.1120599388251,FALSE,5.39964081076096,"black","46"
"Sytl2",53,80,-0.594007640324164,-0.581781236816172,-2.3009930562846,0.0213920235685188,0.15484363041204,0.112123459678616,FALSE,6.02492427472528,"black","46"
"Cramp1l",880,793,0.150182657820681,0.162409061328673,2.30082564746229,0.0214014881407445,0.154827487155911,0.112123459678616,FALSE,9.70626838461432,"black","46"
"Fam199x",394,335,0.23403453411124,0.246260937619232,2.30066189354761,0.0214107496079727,0.154809892987412,0.112123459678616,FALSE,8.50503455240075,"black","46"
"Atp6v0a1",1005,1120,-0.156303230878676,-0.144076827370683,-2.30027949434206,0.0214323906384142,0.154881779291466,0.112132954958318,FALSE,10.0511314015056,"black","46"
"B130024G19Rik",37,20,0.887525270741587,0.89975167424958,2.30008414819006,0.0214434531667533,0.154877183019447,0.112132954958318,FALSE,4.76569073025816,"black","46"
"Cwc27",436,374,0.22128986488929,0.233516268397282,2.30001012922828,0.0214476461879728,0.154823003207509,0.112132954958318,FALSE,8.65753939233228,"black","46"
"Syngr2",908,1017,-0.163555476566586,-0.151329073058594,-2.2993859851914,0.0214830310573437,0.154993922707451,0.112256746050026,FALSE,9.90832622557421,"black","46"
"Nop56",1404,1296,0.115477217419937,0.127703620927929,2.29902820912006,0.0215033375226644,0.155055928901173,0.112301654994974,FALSE,10.3975886115946,"black","46"
"Iws1",1240,1138,0.123839562967657,0.136065966475649,2.2987106259211,0.0215213767411757,0.155101527858696,0.112321252664388,FALSE,10.2142046237904,"black","46"
"Ptpn11",3123,3335,-0.0947541920513739,-0.0825277885433817,-2.29834316848421,0.0215422653340993,0.155167601065365,0.112321252664388,FALSE,11.6560939500463,"black","46"
"Zfpm1",311,374,-0.266123689757034,-0.253897286249042,-2.29819820959276,0.0215505105633958,0.155142582571396,0.112321252664388,FALSE,8.41383261500912,"black","46"
"Wdr7",642,733,-0.191239901011508,-0.179013497503516,-2.29813781758846,0.021553946457746,0.155082987583749,0.112321252664388,FALSE,9.42204943762806,"black","46"
"Mgrn1",831,935,-0.170117888004654,-0.157891484496662,-2.29772248234978,0.021577589129139,0.155168768321929,0.112383380690917,FALSE,9.78376361077267,"black","46"
"Tmbim1",958,1070,-0.15951323555233,-0.147286832044338,-2.2971555895783,0.0216098955439977,0.155316724813782,0.112436125655847,FALSE,9.98363846351235,"black","46"
"Vat1",2300,2479,-0.108124410254986,-0.0958980067469935,-2.29713327087715,0.0216111683161573,0.155241593780579,0.112436125655847,FALSE,11.2214803509592,"black","46"
"Sox9",1200,1326,-0.144046369616706,-0.131819966108714,-2.29487025611388,0.0217405608496265,0.156086380199677,0.113017201875168,FALSE,10.3008418753042,"black","46"
"Atp5s",112,81,0.467504919172979,0.479731322680972,2.29476789583436,0.0217464294143623,0.156043891065985,0.113017201875168,FALSE,6.57360246247111,"black","46"
"Utp14a",514,447,0.201493528010561,0.213719931518553,2.29344202581373,0.0218225694574039,0.156505415518185,0.113351468098781,FALSE,8.9048777851886,"black","46"
"Xrcc2",293,354,-0.272848695660748,-0.260622292152756,-2.29245175160834,0.0218795886534574,0.156829385047711,0.113569744995481,FALSE,8.33118120225262,"black","46"
"Ttc8",580,509,0.188387243939239,0.200613647447231,2.29204789883632,0.0219028793602638,0.156911374377994,0.113569744995481,FALSE,9.08571546804531,"black","46"
"Sprtn",196,246,-0.327804661224032,-0.315578257716039,-2.29204470482625,0.0219030636488634,0.15682783106939,0.113569744995481,FALSE,7.77861217472722,"black","46"
"Hsd17b4",835,939,-0.169348960292359,-0.157122556784367,-2.29172428769229,0.0219215579952378,0.156875408810245,0.113569744995481,FALSE,9.7903068675076,"black","46"
"Lcor",166,128,0.375039431346925,0.387265834854917,2.2916852191614,0.0219238139439864,0.156806792438917,0.113569744995481,FALSE,7.18751971567346,"black","46"
"Hnrnpu",3271,3115,0.0704995961714143,0.0827259996794065,2.29125514312548,0.0219486613386704,0.156899744850247,0.113637067217225,FALSE,11.6402662459971,"black","46"
"Slc10a3",323,387,-0.260799401450486,-0.248572997942494,-2.29088916250053,0.0219698249500189,0.156966277665029,0.113685254637496,FALSE,8.46579005541917,"black","46"
"Polr2h",263,215,0.290726139702842,0.302952543210834,2.28976994822472,0.0220346561073954,0.157344558902809,0.113959230675415,FALSE,7.89355591944088,"black","46"
"Btbd3",485,420,0.207595419408367,0.219821822916359,2.28898476364448,0.0220802376670673,0.157585049312293,0.114133409574519,FALSE,8.81804322737031,"black","46"
"Coq10b",409,481,-0.233936050828293,-0.2217096473203,-2.28863123543485,0.0221007874612024,0.15764672693904,0.114178080549753,FALSE,8.79292505835589,"black","46"
"Plin4",432,506,-0.228106072530842,-0.21587966902285,-2.287942350752,0.0221408785624451,0.157847652820792,0.114323604227641,FALSE,8.86894053842889,"black","46"
"Rlf",1125,1028,0.13008473691052,0.142311140418512,2.28752653607389,0.0221651083777385,0.157935344355694,0.114387116178254,FALSE,10.0706669176491,"black","46"
"Slc5a5",30,15,1,1.01222640350799,2.28503977015438,0.0223104958972947,0.158885774709136,0.115075480063501,FALSE,4.40689059560852,"black","46"
"Jade3",487,422,0.206678773375156,0.218905176883148,2.28449797762161,0.022342281309305,0.159026592609618,0.115177469606171,FALSE,8.82443857539476,"black","46"
"Phf8",551,482,0.193019172341197,0.205245575849189,2.2837549152566,0.0223859386705547,0.159251715238836,0.1153405181527,FALSE,9.00939892240056,"black","46"
"Tial1",1130,1033,0.12948251843749,0.141708921945482,2.28314161591238,0.0224220278782907,0.159422785757621,0.115464418622141,FALSE,10.0773657980838,"black","46"
"Tep1",919,831,0.14521638451869,0.157442788026682,2.28132632693845,0.0225291439708357,0.160098409570528,0.115953749619551,FALSE,9.77131285902969,"black","46"
"Trem2",38,61,-0.682809824119301,-0.670583420611309,-2.28057760159831,0.0225734539550101,0.160327230102135,0.116114146544374,FALSE,5.58933242550324,"black","46"
"Cyp2u1",19,36,-0.921997487998727,-0.909771084490735,-2.28039068655479,0.0225845274995488,0.160319871081247,0.116114146544374,FALSE,4.70892625744295,"black","46"
"Syn3",31,52,-0.746243407754217,-0.734017004246225,-2.2796115771782,0.0226307357154348,0.160561795357257,0.116289363943489,FALSE,5.32731801426398,"black","46"
"Flrt2",1135,1038,0.128885853820396,0.141112257328388,2.2787891345931,0.0226796031057496,0.160822316827541,0.116478050648228,FALSE,10.0840336552681,"black","46"
"Gpr162",100,71,0.494109070270042,0.506335473778034,2.27807271030614,0.0227222458686531,0.161038443819646,0.116634583965428,FALSE,6.3968016546397,"black","46"
