"GeneNames","value1","value2","log2(Fold_change)","log2(Fold_change) normalized","z-score","p-value","q-value(Benjamini et al. 1995)","q-value(Storey et al. 2003)","Signature(q-value(Storey et al. 2003) < 0.01)","mu","clr","pch"
"Lrrc15",300,3060,-3.35049724708413,-3.19692260952668,-48.5399424906605,0,0,0,TRUE,9.90406731403795,"red","4"
"Tchhl1",168,2048,-3.60768257722124,-3.45410793966379,-41.0333731933005,0,0,0,TRUE,9.19615871138938,"red","4"
"Padi3",202,2036,-3.3333103633239,-3.17973572576645,-39.4972648484836,0,0,0,TRUE,9.32486666441375,"red","4"
"Crnn",123,1680,-3.77173101232688,-3.61815637476943,-37.837908655428,0,0,0,TRUE,8.82838001150268,"red","4"
"Krt26",172,1808,-3.39391420771309,-3.24033957015564,-37.5329400464655,0,0,0,TRUE,9.12322185855864,"red","4"
"Lyg2",88,1371,-3.96158123714193,-3.80800659958448,-34.810447060688,1.69029812438363e-265,3.16230631956114e-262,9.66783044635907e-263,TRUE,8.44022223720826,"red","4"
"Krt73",181,1451,-3.00298591698354,-2.84941127942609,-31.6395399354802,1.05621977964791e-219,1.72903177928363e-216,5.28601102779962e-217,TRUE,9.00133884557497,"red","4"
"Krt33b",188,1464,-2.96111098660641,-2.80753634904895,-31.5419930917691,2.30890279652471e-218,3.35971011369863e-215,1.02713350465883e-215,TRUE,9.03514434498084,"red","4"
"Gprc5d",122,1230,-3.33370526266371,-3.18013062510626,-30.7004458662885,5.61420131116826e-207,6.12696503092162e-204,1.87314109020096e-204,TRUE,8.59758996889475,"red","4"
"Krt72",161,1336,-3.05278741435944,-2.89921277680198,-30.6249040972878,5.70581243628156e-206,5.74794766658025e-203,1.75726757118061e-203,TRUE,8.85731058529433,"red","4"
"Krt34",252,1572,-2.64110557875869,-2.48753094120124,-30.6108220568054,8.78553238288269e-206,8.21823800615941e-203,2.51248688717794e-203,TRUE,9.29783271287926,"red","4"
"Krt33a",270,1527,-2.49966874974602,-2.34609411218857,-29.1601579325102,6.21048996573104e-187,5.08328603695086e-184,1.55406663837694e-184,TRUE,9.32664997192384,"red","4"
"Krt86",143,1201,-3.07014909892725,-2.91657446136979,-29.1224163554941,1.86784418597202e-186,1.43889926232291e-183,4.399015367828e-184,TRUE,8.69494588624201,"red","4"
"Krtap14",118,1061,-3.16856589155292,-3.01499125399547,-27.8174644942738,2.66727356144838e-170,1.7465307280364e-167,5.33950896646699e-168,TRUE,8.4669259951383,"red","4"
"Serpinb6c",1015,180,2.49541091574286,2.64898555330031,26.8626792999469,5.99754294949113e-159,3.5701737484789e-156,1.09147663054749e-156,TRUE,8.73955855420111,"red","4"
"Crym",86,919,-3.41765629658694,-3.26408165902949,-26.8437828641022,9.96901706836253e-159,5.67627163162068e-156,1.73535471129193e-156,TRUE,8.13509290299557,"red","4"
"Krtap16-1",48,798,-4.05528243550119,-3.90170779794374,-26.7726614963305,6.72734096713749e-158,3.67088572106802e-155,1.12226638259925e-155,TRUE,7.61260371847175,"red","4"
"Krt75",39,754,-4.27301849440641,-4.11944385684896,-26.4589359088958,2.87959873893757e-154,1.45043173404333e-151,4.43427254090156e-152,TRUE,7.42191146606546,"red","4"
"Vsig8",114,945,-3.05128050494369,-2.89770586738624,-25.7495457570825,3.26140905737076e-146,1.58190418575287e-143,4.83621126632883e-144,TRUE,8.35853026663659,"red","4"
"Fam26d",91,873,-3.26204320343074,-3.10846856587329,-25.5970330738868,1.64610854351136e-144,7.69908481636598e-142,2.35377092144235e-142,TRUE,8.13881624191407,"red","4"
"Krtap15",219,1200,-2.45403163089471,-2.30045699333726,-25.5481224715704,5.76088460470206e-144,2.51481815943927e-141,7.68832399900392e-142,TRUE,9.00180287504853,"red","4"
"Krt81",106,912,-3.10496955960154,-2.95139492204409,-25.5260086579601,1.01419091783187e-143,4.28446589029876e-141,1.30985064680153e-141,TRUE,8.28040523436397,"red","4"
"Cd82",211,1176,-2.47857315612918,-2.32499851857173,-25.452653854571,6.59772653667344e-143,2.6182977795235e-140,8.00468279556945e-141,TRUE,8.96038576677177,"red","4"
"Krtap1-5",203,1134,-2.48186900775705,-2.3282943701996,-25.0151072655275,4.18741693860181e-138,1.52328922855359e-135,4.65701310822571e-136,TRUE,8.9062704210637,"red","4"
"Cemip",1158,306,1.92003169529658,2.07360633285404,24.8156504948655,6.07653547382795e-136,2.15076509635813e-133,6.5753378010588e-134,TRUE,9.21740369034094,"red","4"
"Krtap1-4",139,963,-2.79245091511995,-2.6388762775625,-24.7577927501675,2.55558233032536e-135,8.80734373630024e-133,2.692588804527e-133,TRUE,8.51516653028348,"red","4"
"Gm11595",66,745,-3.49670249599107,-3.34312785843362,-24.4177059559857,1.10926206088442e-131,3.63172398733558e-129,1.11029382322482e-129,TRUE,7.79274536735399,"red","4"
"Krt28",122,881,-2.85226087135753,-2.69868623380008,-23.9672066383566,6.1141060932846e-127,1.95293496091842e-124,5.97052978648392e-125,TRUE,8.35686777324165,"red","4"
"Ccng1",1024,258,1.98877274457675,2.1423473821342,23.823655147571,1.89959320728886e-125,5.92311253396545e-123,1.81081912713089e-123,TRUE,9.00561362771163,"red","4"
"Adh7",578,51,3.50250034052918,3.65607497808663,23.4971074800255,4.36614125087746e-122,1.27064412936647e-119,3.88462430865375e-120,TRUE,7.42367551223609,"red","4"
"Magi1",76,729,-3.26184749088335,-3.1082728533259,-23.3900842137726,5.39166045903235e-121,1.53498229068451e-118,4.69276123970216e-119,TRUE,7.87885125888526,"red","4"
"Krtap11-1",89,763,-3.09980581586813,-2.94623117831068,-23.3278031469414,2.31577595915071e-120,6.45263871511439e-118,1.97270633282596e-118,TRUE,8.02563633890046,"red","4"
"Krt31",79,731,-3.20994684777533,-3.05637221021788,-23.2391333277424,1.83215890551865e-119,4.99874021389006e-117,1.5282192156512e-117,TRUE,7.90875417206477,"red","4"
"Chil4",6,520,-6.4374053123073,-6.28383067474985,-23.0347374290021,2.09221027083327e-117,5.59175218506787e-115,1.70951535241521e-115,TRUE,5.80366515687481,"red","4"
"Krtap4-7",101,779,-2.94726803530987,-2.79369339775242,-22.9494686764521,1.49158396704061e-116,3.90675672647277e-114,1.19437707198312e-114,TRUE,8.13184550040673,"red","4"
"Nqo1",483,24,4.33091687811462,4.48449151567207,22.8231207977458,2.70306990690162e-115,6.94105950995758e-113,2.12202676398758e-113,TRUE,6.75042093977846,"red","4"
"Krtap10-10",25,547,-4.45154083301783,-4.29796619546038,-22.7964610301855,4.97117479542606e-115,1.25197125232499e-112,3.82753742618888e-113,TRUE,6.86962660628364,"red","4"
"Serpinb3a",945,241,1.97128118287847,2.12485582043592,22.768204557571,9.47484222030537e-115,2.34117988145508e-112,7.15747554192531e-113,TRUE,8.8985299276692,"red","4"
"Krtap26-1",23,536,-4.54252723440076,-4.38895259684331,-22.6833091188679,6.54754013171625e-114,1.58789973268437e-111,4.8545409046717e-112,TRUE,6.79482557325739,"red","4"
"Tgm6",30,557,-4.21464292173151,-4.06106828417406,-22.6468343234487,1.49901957584887e-113,3.56930188460306e-111,1.09121008356335e-111,TRUE,7.01421205647427,"red","4"
"Krt2",50,617,-3.62527048937469,-3.47169585181724,-22.5673428989192,9.07373112621456e-113,2.12195683623046e-110,6.4872649370715e-111,TRUE,7.45649143446207,"red","4"
"D730001G18Rik",117,803,-2.77889145793391,-2.62531682037646,-22.5443286032677,1.52641444137293e-112,3.50700412705612e-110,1.07216435882041e-110,TRUE,8.25981044855036,"red","4"
"Gm11563",142,861,-2.60012230789216,-2.44654767033471,-22.4392597671796,1.62934187523571e-111,3.61658664374353e-109,1.10566602134646e-109,TRUE,8.44980827345076,"red","4"
"Tm4sf1",53,620,-3.54820395071104,-3.39462931315359,-22.4173585845739,2.66540315398254e-111,5.81768661742589e-109,1.77858822402541e-109,TRUE,7.50202242991872,"red","4"
"Krtap13-1",79,690,-3.12667180348843,-2.97309716593098,-22.2820652430129,5.51552547427391e-110,1.18412002641133e-107,3.62010206685849e-108,TRUE,7.86711664992132,"red","4"
"Krtap5-5",38,544,-3.83953532780675,-3.6859606902493,-21.6780396343668,3.30666667362827e-104,6.56122829664179e-102,2.00590443434933e-102,TRUE,7.16769517734696,"red","4"
"Tcf23",473,37,3.67624300771044,3.8298176452679,21.6056348648968,1.58988110754954e-103,3.10762432604012e-101,9.50065617909723e-102,TRUE,7.04757486948417,"red","4"
"Ctse",17,468,-4.78290187833307,-4.62932724077561,-21.4443585882685,5.15520053773628e-102,9.92830974149917e-100,3.0352915087957e-100,TRUE,6.47891378041687,"red","4"
"5430421N21Rik",87,671,-2.94722546035146,-2.793650822794,-21.2990477322003,1.15852321746084e-100,2.19884348635755e-98,6.72232347407004e-99,TRUE,7.91655622602446,"red","4"
"Fhl2",768,182,2.07716786052246,2.23074249807991,21.1563399805557,2.4123725014832e-99,4.513204325632e-97,1.3797807606456e-97,TRUE,8.54637857045993,"red","4"
"Krtap9-3",79,640,-3.01814734671026,-2.86457270915281,-21.0687399442266,1.53974322744687e-98,2.84006722628791e-96,8.68267828140801e-97,TRUE,7.81285442153223,"red","4"
"Krtap4-1",112,721,-2.68650052718322,-2.53292588962577,-20.9430600802835,2.17060407601593e-97,3.94808763604232e-95,1.20701279368536e-95,TRUE,8.15060518564921,"red","4"
"Slc7a11",433,32,3.75822321472672,3.91179785228418,20.816538113328,3.06548481914805e-96,5.42507962048146e-94,1.65856007067941e-94,TRUE,6.87911160736336,"red","4"
"Asap3",154,791,-2.36074734377789,-2.20717270622044,-20.2251877687212,5.87662928490754e-91,1.01263601467301e-88,3.09583965132578e-89,TRUE,8.44716021258385,"red","4"
"Krtap3-1",119,708,-2.57278778677505,-2.4192131492176,-20.2161647470956,7.05600492608464e-91,1.20007065600006e-88,3.66886647068067e-89,TRUE,8.18121165669547,"red","4"
"Krtap1-3",83,611,-2.87998913847181,-2.72641450091435,-20.0677493742406,1.41257956776755e-89,2.3716848742928e-87,7.2507356719444e-88,TRUE,7.81503400058283,"red","4"
"Krtap6-2",109,673,-2.62627836983339,-2.47270373227594,-19.9600337958403,1.22629305029625e-88,2.03285237806072e-86,6.21485401082092e-87,TRUE,8.08132350969362,"red","4"
"Krtap19-3",48,497,-3.37213954084113,-3.21856490328368,-19.6194030924799,1.05585661414872e-85,1.70709854554217e-83,5.21895655441066e-84,TRUE,7.27103227114172,"red","4"
"Krtap16-3",132,707,-2.42117228545095,-2.26759764789349,-19.4399223576402,3.54702126270581e-84,5.59660125980666e-82,1.71099781577135e-82,TRUE,8.25498026208393,"red","4"
"Thbd",361,24,3.91089252616601,4.06446716372347,19.2333472281517,1.94649948071431e-82,3.03468538088507e-80,9.27766660015181e-81,TRUE,6.54040876380416,"red","4"
"Padi1",117,657,-2.48938484073892,-2.33581020318147,-19.0767511413537,3.94001502460563e-81,6.07040432496886e-79,1.85584930187245e-79,TRUE,8.11505713995287,"red","4"
"2310005A03Rik",6,348,-5.85798099512757,-5.70440635757012,-18.913104120668,8.89626035983549e-80,1.33914282382075e-77,4.09403911445057e-78,TRUE,5.51395299828494,"red","4"
"Spink7",323,15,4.42849975908541,4.58207439664286,18.750216157605,1.92805786914366e-78,2.80553842825615e-76,8.57711653907371e-77,TRUE,6.12114047515122,"red","4"
"Krtap4-2",100,603,-2.59215800212536,-2.43858336456791,-18.74324208396,2.19816782869635e-78,3.16342921808872e-76,9.67126338152602e-77,TRUE,7.9399351908374,"red","4"
"S100a7a",82,556,-2.76138906810542,-2.60781443054797,-18.6906900339098,5.89456691414005e-78,8.39078785951936e-76,2.56523897876089e-76,TRUE,7.7382465386708,"red","4"
"Gm11567",94,582,-2.63028649123065,-2.47671185367319,-18.5787077181013,4.77874492876658e-77,6.65770676458799e-75,2.03539991567126e-75,TRUE,7.86973209729296,"red","4"
"Krtap24-1",21,370,-4.13906403773755,-3.9854894001801,-18.3530545962758,3.12064900276491e-75,4.30189677265361e-73,1.31517963134976e-73,TRUE,6.46184944164754,"red","4"
"Eda2r",311,15,4.37388017452208,4.52745481207954,18.3521808777929,3.17124210995605e-75,4.32610277833171e-73,1.32257991250633e-73,TRUE,6.09383068286956,"red","4"
"Krtap19-5",24,378,-3.97727992349992,-3.82370528594246,-18.3034054859481,7.77345174060289e-75,1.04949612365913e-72,3.20852869783204e-73,TRUE,6.57360246247111,"red","4"
"Csdc2",18,352,-4.28950661719498,-4.13593197963753,-18.0987374146561,3.26056461163957e-73,4.31316708626584e-71,1.31862520145176e-71,TRUE,6.3146783100398,"red","4"
"Prss53",123,632,-2.36126624283786,-2.20769160528041,-18.0810260443564,4.4963688549474e-73,5.88844465243912e-71,1.80022043217026e-71,TRUE,8.12314762675817,"red","4"
"Fetub",467,88,2.40784712107236,2.56142175862982,17.887804422558,1.46778776879555e-71,1.88452437452417e-69,5.76138434541629e-70,TRUE,7.66335517917348,"red","4"
"Gm11559",109,585,-2.42410848969384,-2.27053385213639,-17.6970807274275,4.41613304475918e-70,5.56093061097752e-68,1.70009255391677e-68,TRUE,7.98023856962385,"red","4"
"Krtap3-3",76,500,-2.7178567712185,-2.56428213366105,-17.560523050658,4.94177622024659e-69,6.10542465852352e-67,1.86655574877441e-67,TRUE,7.60685589905284,"red","4"
"Ctsz",67,474,-2.82265405844049,-2.66907942088304,-17.4763144931933,2.17084511599351e-68,2.65695211579916e-66,8.1228571693858e-67,TRUE,7.47741621967802,"red","4"
"Olah",575,154,1.90063160513684,2.05420624269429,17.3808519142402,1.15228950735179e-67,1.38443884296137e-65,4.23251849901801e-66,TRUE,8.21710234326332,"red","4"
"Duoxa1",499,114,2.13000599117252,2.28358062872997,17.2979722183776,4.87239016841253e-67,5.8008019677755e-65,1.77342623421574e-65,TRUE,7.897893009751,"red","4"
"Syne1",141,641,-2.18462919421995,-2.0310545566625,-17.273123226779,7.49728634837599e-67,8.84544702867855e-65,2.70423777628799e-65,TRUE,8.23186594950877,"red","4"
"Ephb1",25,346,-3.790772037862,-3.63719740030455,-17.2045191031079,2.45607255685974e-66,2.87185055398528e-64,8.77984654790342e-65,TRUE,6.53924220870572,"red","4"
"Krtap5-4",16,316,-4.3037807481771,-4.15020611061965,-17.1649360313389,4.86018208351291e-66,5.63264996156505e-64,1.722018656297e-64,TRUE,6.15189037408855,"red","4"
"Krtap4-16",54,429,-2.98994633533608,-2.83637169777863,-17.1632657892151,5.00201468281224e-66,5.746174060185e-64,1.75672534268738e-64,TRUE,7.24986066983151,"red","4"
"Krt84",14,305,-4.44531051039264,-4.29173587283519,-17.016117687749,6.23715272321975e-65,6.98134633019538e-63,2.13434328578917e-63,TRUE,6.03001017725393,"red","4"
"Krtap17-1",52,417,-3.00346385530357,-2.84988921774612,-16.9623746181757,1.55914055060658e-64,1.73038175006303e-62,5.29013817023426e-63,TRUE,7.20217164579288,"red","4"
"Gm11596",23,332,-3.85147747528991,-3.69790283773246,-16.9548280052559,1.77279376407311e-64,1.95096698607575e-62,5.96451327663984e-63,TRUE,6.44930069370197,"red","4"
"Plb1",124,591,-2.25281800979066,-2.09924337223321,-16.9411884771066,2.23562048945961e-64,2.43980716083026e-62,7.45899972017672e-63,TRUE,8.0806053152822,"red","4"
"Krtap19-9b",100,536,-2.42223300068305,-2.2686583631256,-16.931191125734,2.64963555214297e-64,2.86773778436895e-62,8.76727295278088e-63,TRUE,7.85497269011625,"red","4"
"Krtap2-4",79,484,-2.61508248909749,-2.46150785154004,-16.8828244566015,6.01946767314272e-64,6.46155316782598e-62,1.97543166707978e-62,TRUE,7.61132199272585,"red","4"
"Krtap4-9",51,411,-3.01056924171019,-2.85699460415274,-16.8611092584232,8.69419101499609e-64,9.25683947417795e-62,2.83000903334171e-62,TRUE,7.17770996282659,"red","4"
"Cgnl1",12,291,-4.59991284218713,-4.44633820462968,-16.7645278386672,4.4352344503638e-63,4.64670642895714e-61,1.42059514004952e-61,TRUE,5.88491892181472,"red","4"
"Slc7a6",122,579,-2.24668220042635,-2.0931075628689,-16.7370818098344,7.03537197872574e-63,7.31231995503113e-61,2.23552883088757e-61,TRUE,8.05407843777606,"red","4"
"Fbp1",36,362,-3.32992088564089,-3.17634624808344,-16.6457395935761,3.24926800387902e-62,3.32440732646873e-60,1.01634070577305e-60,TRUE,6.83488544426276,"red","4"
"Gm10024",17,302,-4.15094189807474,-3.99736726051729,-16.5962052292801,7.42385217188151e-62,7.47867446484309e-60,2.28638687664047e-60,TRUE,6.16293379028771,"red","4"
"Dsc2",94,506,-2.42840472301667,-2.27483008545922,-16.4776483323107,5.31109202196768e-61,5.2296286556157e-59,1.59880663132374e-59,TRUE,7.76879121318597,"red","4"
"Krtap4-6",51,398,-2.96419927857215,-2.8106246410147,-16.4546932868645,7.76140319466246e-61,7.58532359979847e-59,2.31899174314634e-59,TRUE,7.15452498125757,"red","4"
"Krtap19-2",12,279,-4.53915881110803,-4.38558417355058,-16.3622881901458,3.55514802712783e-60,3.42339842376957e-58,1.04660435033157e-58,TRUE,5.85454190627517,"red","4"
"Krt39",24,311,-3.69580826940945,-3.542233631852,-16.1488456170782,1.15706844099039e-58,1.09014160454749e-56,3.33279041631539e-57,TRUE,6.43286663542588,"red","4"
"Mrgprb2",20,298,-3.8972404255748,-3.74366578801735,-16.133538817629,1.48275338611311e-58,1.38700988175266e-56,4.24037870122279e-57,TRUE,6.27054830767476,"red","4"
"Nkd2",26,308,-3.56634682255381,-3.41277218499636,-15.8346989869653,1.79315197845944e-56,1.60843276095238e-54,4.91731465768149e-55,TRUE,6.483613129418,"red","4"
"Crispld2",40,347,-3.1168637576909,-2.96328912013345,-15.775895852761,4.55883562252184e-56,3.92779679687803e-54,1.20080946064829e-54,TRUE,6.88035997373281,"red","4"
"Krtap4-8",30,316,-3.39689015256858,-3.24331551501113,-15.6968713330927,1.58887199189988e-55,1.35116023415071e-53,4.13077884606848e-54,TRUE,6.60533567189281,"red","4"
"Krtap10-4",17,275,-4.01582496716168,-3.86225032960423,-15.6641369048813,2.66016354744963e-55,2.24758076241293e-53,6.87132349927511e-54,TRUE,6.09537532483118,"red","4"
"1110025L11Rik",93,475,-2.35262489211028,-2.19905025455283,-15.6370796848331,4.06968072328828e-55,3.37319865520148e-53,1.0312572333252e-53,TRUE,7.71547125716317,"red","4"
"Crisp1",12,258,-4.4262647547021,-4.27269011714465,-15.6322599791697,4.38954183040708e-55,3.61543646610133e-53,1.10531438803506e-53,TRUE,5.79809487807221,"red","4"
"Gm11564",5,237,-5.5668151540109,-5.41324051645345,-15.5778024588355,1.03036460144849e-54,8.27831584084013e-53,2.53085393516709e-53,TRUE,5.10533567189281,"red","4"
"Skint7",83,448,-2.43231549071068,-2.27874085315323,-15.5206398767226,2.51530178943212e-54,1.99638740814564e-52,6.10337298692708e-53,TRUE,7.59119717670226,"red","4"
"Gm10318",8,242,-4.91886323727459,-4.76528859971714,-15.5036948764412,3.27503954846224e-54,2.58372999558202e-52,7.8990018651721e-53,TRUE,5.4594316186373,"red","4"
"Krt40",18,273,-3.92283213947754,-3.76925750192009,-15.4787295761908,4.82915318547913e-54,3.76443988791873e-52,1.15086784404111e-52,TRUE,6.13134107118108,"red","4"
"Krtap12-1",20,278,-3.79701297783614,-3.64343834027869,-15.431246854736,1.00901848244197e-53,7.77300355650588e-52,2.37636942311375e-52,TRUE,6.22043458380544,"red","4"
"Upp1",26,295,-3.50413142610811,-3.35055678855066,-15.3793239387717,2.25287693785346e-53,1.72536119170344e-51,5.27478927545254e-52,TRUE,6.45250543119515,"red","4"
"Padi4",68,405,-2.57431525652165,-2.4207406189642,-15.2955048715371,8.19230517810915e-53,6.20152766546343e-51,1.89593644383021e-51,TRUE,7.37462046951116,"red","4"
"Otop2",24,280,-3.54432051622381,-3.39074587866636,-15.0577040054616,3.07274357765503e-51,2.2607106681444e-49,6.89236273903128e-50,TRUE,6.35712275883306,"red","4"
"Ppap2a",392,94,2.06012099243757,2.21369562999502,15.0434348623809,3.81244018588643e-51,2.75843738532424e-49,8.43311882003692e-50,TRUE,7.58464934789642,"red","4"
"Krt83",48,346,-2.84966572691557,-2.69609108935812,-15.0119454546056,6.13223806170681e-51,4.38840380634494e-49,1.34162663709907e-49,TRUE,7.00979536417894,"red","4"
"Gm11562",46,336,-2.86875546672175,-2.7151808291643,-14.8489565133339,7.06599556607524e-50,4.94846406060542e-48,1.51284874624271e-48,TRUE,6.95793968941789,"red","4"
"Serpinb1a",270,37,2.86736223142188,3.02093686897933,14.8134064819039,1.20001428646159e-49,8.31501962724922e-48,2.5420750487432e-48,TRUE,6.64313448133989,"red","4"
"Daglb",44,328,-2.89812038598079,-2.74454574842334,-14.7545115029446,2.87767444258496e-49,1.97309028796297e-47,6.03214882802088e-48,TRUE,6.90849181162769,"red","4"
"Tmprss11d",235,23,3.35295499050799,3.50652962806544,14.7467830786818,3.2268323911424e-49,2.20096859345838e-47,6.72882037002348e-48,TRUE,6.20003945131101,"red","4"
"Slc24a3",48,338,-2.81591693556103,-2.66234229800358,-14.7375875751409,3.69758880047227e-49,2.50899600678678e-47,7.67052446316232e-48,TRUE,6.99292096850167,"red","4"
"Cyp4v3",7,218,-4.96082940271932,-4.80725476516187,-14.7368695691342,3.73710270052469e-49,2.52273695701399e-47,7.71253341597842e-48,TRUE,5.28776962341727,"red","4"
"Krt32",43,323,-2.90912559999183,-2.75555096243438,-14.6723213756475,9.69699146627014e-49,6.5124000124243e-47,1.99097660873417e-47,TRUE,6.88082755469801,"red","4"
"Gm11938",42,310,-2.88380698249548,-2.73023234493803,-14.3045711340137,2.04897023613932e-46,1.32838189170696e-44,4.06114069898797e-45,TRUE,6.8342209140265,"red","4"
"Rgl1",15,230,-3.93859945533586,-3.7850248177784,-14.2279969954575,6.14157831695196e-46,3.88551254293733e-44,1.18788228167386e-44,TRUE,5.87619032327645,"red","4"
"Fhod3",15,229,-3.93231319248842,-3.77873855493097,-14.1889018516924,1.07326239785133e-45,6.72509299629716e-44,2.05600129317076e-44,TRUE,5.87304719185273,"red","4"
"Wdr62",288,54,2.41503749927884,2.5686121368363,14.0691547706223,5.87675841656667e-45,3.59635645903538e-43,1.09948123164259e-43,TRUE,6.96240625180289,"red","4"
"Ptprz1",183,9,4.34577483684173,4.49934947439918,14.0586188192401,6.82043673121641e-45,4.13520552925973e-43,1.26421863911266e-43,TRUE,5.34281241986318,"red","4"
"Gm10228",92,418,-2.18379717602387,-2.03022253846642,-13.9447412715757,3.38673945491545e-44,2.01603363188967e-42,6.16343559341578e-43,TRUE,7.61546054406895,"red","4"
"Gm10272",8,200,-4.64385618977472,-4.49028155221727,-13.9291005783114,4.21631587465018e-44,2.48724651776661e-42,7.604031735737e-43,TRUE,5.32192809488736,"red","4"
"Dsg4",18,230,-3.67556504950206,-3.52199041194461,-13.8566657119134,1.15935859577962e-43,6.77810721889728e-42,2.07220884751719e-42,TRUE,6.00770752619334,"red","4"
"Bambi",51,318,-2.64045761331286,-2.48688297575541,-13.7650468771876,4.13615877489903e-43,2.40742823627012e-41,7.36001058976057e-42,TRUE,6.99265414862793,"red","4"
"Abcc3",226,29,2.96219796728762,3.11577260484507,13.7503425579479,5.06889507848428e-43,2.93726769680664e-41,8.97984040718583e-42,TRUE,6.33907997877138,"red","4"
"Ifi202b",232,33,2.81358687576912,2.96716151332657,13.6132896678011,3.33870554021167e-42,1.90933134299616e-40,5.83722442567411e-41,TRUE,6.45118755724301,"red","4"
"Krt82",20,230,-3.52356195605701,-3.36998731849956,-13.6125143270257,3.374321154238e-42,1.92130912330004e-40,5.87384300003086e-41,TRUE,6.08370907291587,"red","4"
"Tmem229a",71,360,-2.34210597682499,-2.18853133926754,-13.5727332222714,5.81138874645119e-42,3.26634965766201e-40,9.98591264655908e-41,TRUE,7.32080010791718,"red","4"
"Capn8",11,197,-4.16262020081908,-4.00904556326163,-13.4160753575784,4.86819932683331e-41,2.65641409934204e-39,8.12121234078316e-40,TRUE,5.54074171904684,"red","4"
"Tmem64",77,364,-2.2410080995038,-2.08743346194634,-13.2475419158671,4.66224842978871e-40,2.51262573812811e-38,7.66233688587195e-39,TRUE,7.3872905904468,"red","4"
"Dmpk",54,308,-2.51189903853143,-2.35832440097398,-13.135988211383,2.04800234102153e-39,1.06855134095689e-37,3.26678447426133e-38,TRUE,7.01083702142919,"red","4"
"Mlf1",12,193,-4.00749453654692,-3.85391989898947,-13.1131538055458,2.76842014992534e-39,1.43869961442152e-37,4.3984050025235e-38,TRUE,5.58870976899462,"red","4"
"Rbp7",165,12,3.78135971352466,3.93493435108211,12.8742955596368,6.28095161893921e-38,3.13951688555832e-36,9.59815839006745e-37,TRUE,5.47564235748349,"red","4"
"Fam49a",42,266,-2.66296501272243,-2.50939037516498,-12.6538624566493,1.06507080832965e-36,5.16598789106855e-35,1.57935032130998e-35,TRUE,6.72379992913998,"red","4"
"Krtap19-4",14,188,-3.74723392962003,-3.59365929206258,-12.6249111887605,1.53914997560048e-36,7.38340955328346e-35,2.25726240483491e-35,TRUE,5.68097188686762,"red","4"
"Krtap9-1",21,207,-3.30116953472056,-3.14759489716311,-12.5356480906692,4.76450468210908e-36,2.23641409737994e-34,6.83718467359513e-35,TRUE,6.04290219013904,"red","4"
"Gm19402",9,166,-4.20511442990461,-4.05153979234716,-12.3545579051287,4.60279510436546e-35,2.10762953450245e-33,6.44346338533585e-34,TRUE,5.27248221639462,"red","4"
"Procr",48,271,-2.49718654063271,-2.34361190307526,-12.2761111881113,1.21709238896507e-34,5.45857600201593e-33,1.66880061364132e-33,TRUE,6.83355577103751,"red","4"
"Prss23",49,273,-2.47804729680464,-2.32447265924719,-12.2613044140328,1.46128481133884e-34,6.53139450146535e-33,1.99678362048152e-33,TRUE,6.85373349251753,"red","4"
"Tspan13",25,210,-3.0703893278914,-2.91681469033395,-12.1778179204717,4.08053458541704e-34,1.79928218621622e-32,5.50078118425501e-33,TRUE,6.17905085372042,"red","4"
"Snhg11",35,236,-2.75336003241688,-2.59978539485942,-12.156374337086,5.30618715060745e-34,2.33187338672333e-32,7.1290236451056e-33,TRUE,6.5059630331534,"red","4"
"Duox1",240,53,2.17897014104532,2.33254477860277,12.1499419411717,5.74063478147659e-34,2.51435963539189e-32,7.68692219528924e-33,TRUE,6.81740552508586,"red","4"
"Arhgef28",18,189,-3.39231742277876,-3.23874278522131,-12.1319407028431,7.15338015065945e-34,3.10200882294822e-32,9.48348841409365e-33,TRUE,5.86608371283169,"red","4"
"Dusp2",29,217,-2.90357023731691,-2.74999559975946,-12.0134437790203,3.02001520195568e-33,1.27581029305844e-31,3.90041834932689e-32,TRUE,6.30976611378603,"red","4"
"Ly6g6d",34,230,-2.75802720969404,-2.60445257213658,-12.0126713707523,3.04836166057306e-33,1.28364451147475e-31,3.92436919016105e-32,TRUE,6.46647644609736,"red","4"
"Pla2g2e",25,204,-3.02856915219677,-2.87499451463932,-11.9165443683483,9.70510442644816e-33,4.0220901129356e-31,1.22963689543001e-31,TRUE,6.15814076587311,"red","4"
"Slc38a3",11,160,-3.86249647625007,-3.70892183869261,-11.7827166010956,4.79232174026491e-32,1.94304165667211e-30,5.94028389050102e-31,TRUE,5.39067985676233,"red","4"
"Gm2696",5,140,-4.8073549220576,-4.65378028450015,-11.7408447593824,7.86964311054695e-32,3.17110295925301e-30,9.6947236099064e-31,TRUE,4.72560555591616,"red","4"
"Gm10142",5,138,-4.78659636189081,-4.63302172433336,-11.6465035122329,2.39067864101479e-31,9.4587092092839e-30,2.89172482473053e-30,TRUE,4.71522627583277,"red","4"
"Gm3285",7,144,-4.36257007938471,-4.20899544182726,-11.6322241344415,2.82635950605069e-31,1.10820371530658e-29,3.38801005877763e-30,TRUE,4.98863996174996,"red","4"
"Pqlc3",252,66,1.93288580414146,2.08646044169891,11.6216919751815,3.19740445372574e-31,1.2499465291341e-29,3.82134742479992e-30,TRUE,7.01083702142919,"red","4"
