"GeneNames","value1","value2","log2(Fold_change)","log2(Fold_change) normalized","z-score","p-value","q-value(Benjamini et al. 1995)","q-value(Storey et al. 2003)","Signature(q-value(Storey et al. 2003) < 0.01)","mu","clr","pch"
"Cd163l1",44,2,4.4594316186373,4.2082398163731,6.32927259262377,2.46319621269979e-10,4.60136296794633e-09,1.68058963107963e-09,TRUE,3.22971580931865,"red","4"
"Dynlt1b",37,0,6.20945336562895,5.95826156336475,6.06799131207982,1.2951991007862e-09,2.12273244365398e-08,7.75301179066388e-09,TRUE,2.60472668281448,"red","4"
"Myh4",34,1,5.08746284125034,4.83627103898614,5.73472866689249,9.76685742238444e-09,1.33923558058769e-07,4.89138858635424e-08,TRUE,2.54373142062517,"red","4"
"F730043M19Rik",52,7,2.89308479608349,2.64189299381928,5.66661357558634,1.45647302644565e-08,1.93041642523338e-07,7.05060185539107e-08,TRUE,4.25389732009935,"red","4"
"Phlpp2",56,9,2.63742992061529,2.38623811835109,5.55206539611461,2.82313934023467e-08,3.50749617271091e-07,1.2810686181404e-07,TRUE,4.48863996174996,"red","4"
"Zmynd15",61,11,2.47130571892559,2.22011391666139,5.54867366637462,2.87844873330484e-08,3.56943997752149e-07,1.30369280945056e-07,TRUE,4.69508447810009,"red","4"
"Acsf2",40,4,3.32192809488736,3.07073629262316,5.36296911697668,8.18650071626093e-08,9.19401602739596e-07,3.35799807823415e-07,TRUE,3.66096404744368,"red","4"
"Adipoq",2,27,-3.75488750216347,-4.00607930442767,-5.33274177527087,9.67408349271105e-08,1.07085480420162e-06,3.91116174244404e-07,TRUE,2.87744375108173,"red","4"
"Sema6d",63,13,2.27684020535882,2.02564840309462,5.32130854421492,1.0302349774752e-07,1.12989338610031e-06,4.12679269628048e-07,TRUE,4.8388598208205,"red","4"
"Gm11564",41,5,3.03562390973072,2.78443210746652,5.17377980975292,2.29405152868266e-07,2.3179478987731e-06,8.46601155178925e-07,TRUE,3.83974004975272,"red","4"
"Myh1",8,37,-2.20945336562895,-2.46064516789315,-5.01192859793071,5.38872007845305e-07,5.01530130969031e-06,1.83177537536611e-06,TRUE,4.10472668281447,"red","4"
"Fermt2",49,9,2.4447848426729,2.19359304040869,4.93626890887297,7.96312921319812e-07,7.11789604415218e-06,2.59972151082961e-06,TRUE,4.39231742277876,"red","4"
"Cdr2l",25,1,4.64385618977472,4.39266438751052,4.82331367343421,1.41192662434272e-06,1.18825058777429e-05,4.33993499501957e-06,TRUE,2.32192809488736,"red","4"
"Ucp1",7,33,-2.23703919730085,-2.48823099956505,-4.7635043824237,1.90259476737702e-06,1.55715490492513e-05,5.6873113584646e-06,TRUE,3.92587452070803,"red","4"
"5730507C01Rik",22,0,5.4594316186373,5.2082398163731,4.6577005106794,3.19760929386637e-06,2.45012836180106e-05,8.94878397627207e-06,TRUE,2.22971580931865,"red","4"
"Aqp7",1,19,-4.24792751344359,-4.49911931570779,-4.61262731955322,3.97610838930332e-06,2.98892878059282e-05,1.09166843643759e-05,TRUE,2.12396375672179,"red","4"
"Lck",38,6,2.66296501272243,2.41177321045823,4.60206822132347,4.1831612887655e-06,3.13019983293624e-05,1.14299425328685e-05,TRUE,3.91644500708237,"red","4"
"Adgrg2",45,9,2.32192809488736,2.07073629262316,4.56164642979599,5.0754061756786e-06,3.71506114424323e-05,1.3568790989398e-05,TRUE,4.33088904888599,"red","4"
"Itgal",40,7,2.51457317282976,2.26338137056556,4.54653126800174,5.45372709147545e-06,3.97863823191482e-05,1.45314729677961e-05,TRUE,4.06464150847248,"red","4"
"2610507I01Rik",34,5,2.76553474636298,2.51434294409877,4.45830254721867,8.26112460334482e-06,5.75422482344683e-05,2.10165784367623e-05,TRUE,3.70469546806885,"red","4"
"Tmtc2",25,2,3.64385618977472,3.39266438751052,4.43012481851045,9.41785619287712e-06,6.45352312117875e-05,2.35706770296939e-05,TRUE,2.82192809488736,"red","4"
"Ankrd26",27,3,3.16992500144231,2.91873319917811,4.29980033568211,1.70952057571404e-05,0.000109682371087581,4.0060098898107e-05,TRUE,3.16992500144231,"red","4"
"Chil4",35,6,2.54432051622381,2.29312871395961,4.28663105912845,1.81403197446187e-05,0.000115510569927441,4.21785198874873e-05,TRUE,3.85712275883306,"red","4"
"Acsm3",35,6,2.54432051622381,2.29312871395961,4.28663105912845,1.81403197446187e-05,0.000115510569927441,4.21785198874873e-05,TRUE,3.85712275883306,"red","4"
"Gm3776",5,25,-2.32192809488736,-2.57311989715156,-4.22493710037184,2.39007525041426e-05,0.000147841452074515,5.39934463636359e-05,TRUE,3.48289214233104,"red","4"
"Ano4",29,4,2.85798099512757,2.60678919286337,4.20100418863092,2.65733674231419e-05,0.00016177510293168,5.90863103927585e-05,TRUE,3.42899049756379,"red","4"
"Limch1",23,2,3.52356195605701,3.27237015379281,4.18489370097702,2.85299576357668e-05,0.000172086501722877,6.28524183940464e-05,TRUE,2.76178097802851,"red","4"
"Ninl",36,7,2.36257007938471,2.11137827712051,4.13094191291758,3.61279871078118e-05,0.000212723017615466,7.76943918979901e-05,TRUE,3.98863996174996,"red","4"
"D630023F18Rik",0,14,-4.8073549220576,-5.05854672432181,-4.04047724337589,5.33425411289424e-05,0.000300568234115104,0.000109778746255092,TRUE,1.9036774610288,"red","4"
"Hoxb9",35,7,2.32192809488736,2.07073629262316,4.02299239556563,5.74633524916512e-05,0.000320205362075818,0.000116950958894012,TRUE,3.96831896950129,"red","4"
"Gsdma3",30,5,2.58496250072116,2.33377069845695,4.01064073411845,6.05541929882796e-05,0.000335146727464718,0.0001224081036404,TRUE,3.61440934524794,"red","4"
"Dok1",32,6,2.41503749927884,2.16384569701464,3.95534546035284,7.64241373257448e-05,0.000409985284015005,0.000149741939944889,TRUE,3.79248125036058,"red","4"
"Ahrr",24,3,3,2.7488081977358,3.93196984009414,8.42526379166097e-05,0.000444157928147344,0.000162223066036321,TRUE,3.08496250072116,"red","4"
"Dnah10",29,5,2.53605290024021,2.28486109797601,3.89344961483868,9.88287365578115e-05,0.000508911641849997,0.000185873541032677,TRUE,3.58995454500747,"red","4"
"Krtap19-4",1,14,-3.8073549220576,-4.05854672432181,-3.85509416837826,0.000115685090648339,0.000586714276545314,0.000214289969393247,TRUE,1.9036774610288,"red","4"
"Asic1",23,3,2.93859945533586,2.68740765307165,3.80345630919143,0.000142691169265151,0.000708585840548789,0.000258703911459167,TRUE,3.05426222838908,"red","4"
"Fer1l4",23,3,2.93859945533586,2.68740765307165,3.80345630919143,0.000142691169265151,0.000708585840548789,0.000258703911459167,TRUE,3.05426222838908,"red","4"
"Tmem86b",23,3,2.93859945533586,2.68740765307165,3.80345630919143,0.000142691169265151,0.000708585840548789,0.000258703911459167,TRUE,3.05426222838908,"red","4"
"Slco5a1",20,2,3.32192809488736,3.07073629262316,3.79218968118862,0.00014932478657556,0.000736222921764669,0.000268896111239204,TRUE,2.66096404744368,"red","4"
"Cd72",28,5,2.48542682717024,2.23423502490604,3.77392800908528,0.000160697150725306,0.000785490551977561,0.000286890490091827,TRUE,3.56464150847248,"red","4"
"Hsd3b6",7,25,-1.83650126771712,-2.08769306998132,-3.72871305092227,0.000192460154614932,0.000920476889949795,0.000336192542877894,TRUE,3.72560555591616,"red","4"
"Zfp385b",25,4,2.64385618977472,2.39266438751052,3.71547600579565,0.000202821512280409,0.000962997716936893,0.00035172273717842,TRUE,3.32192809488736,"red","4"
"Nsg2",16,1,4,3.7488081977358,3.68176155578116,0.0002316279943135,0.00108404881541647,0.000395741778269275,TRUE,2,"red","4"
"Pglyrp2",16,1,4,3.7488081977358,3.68176155578116,0.0002316279943135,0.00108404881541647,0.000395741778269275,TRUE,2,"red","4"
"Tmem8b",16,1,4,3.7488081977358,3.68176155578116,0.0002316279943135,0.00108404881541647,0.000395741778269275,TRUE,2,"red","4"
"B9d2",22,3,2.87446911791614,2.62327731565194,3.67166280588196,0.000240977491204751,0.00112099475926331,0.000409429158715848,TRUE,3.02219705967923,"red","4"
"Tmem173",19,2,3.24792751344359,2.99673571117938,3.65364938287975,0.000258539256993208,0.00119126374747574,0.000435094017975794,TRUE,2.62396375672179,"red","4"
"Igfl3",14,0,4.8073549220576,4.5561631197934,3.6392020091703,0.000273484205252511,0.00125131924101385,0.000457028527474956,TRUE,1.9036774610288,"red","4"
"Lgals4",29,6,2.27301849440642,2.02182669214221,3.60590297988051,0.000311069349772157,0.00139693180221756,0.000510211673907571,TRUE,3.72147174792436,"red","4"
"Lrrc9",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Gm16861",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Slc44a3",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Crocc",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Mir1191",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Tnnt1",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Prrt2",21,3,2.8073549220576,2.5561631197934,3.53635859552035,0.000405683615131747,0.0017637539641933,0.000643547845497314,TRUE,2.98863996174996,"red","4"
"Sh2d2a",15,1,3.90689059560852,3.65569879334432,3.53285373318594,0.000411099848824891,0.0017825670597225,0.000651060074621933,TRUE,1.95344529780426,"red","4"
"Spred2",26,5,2.37851162325373,2.12731982098953,3.52737274271439,0.000419705459239399,0.00181537340668536,0.000662932692783543,TRUE,3.51118390651423,"red","4"
"Sept1",26,5,2.37851162325373,2.12731982098953,3.52737274271439,0.000419705459239399,0.00181537340668536,0.000662932692783543,TRUE,3.51118390651423,"red","4"
"Irx4",18,2,3.16992500144231,2.91873319917811,3.51077132916644,0.000446808569667323,0.00191677582958021,0.000699963476355914,TRUE,2.58496250072116,"red","4"
"Grik5",18,2,3.16992500144231,2.91873319917811,3.51077132916644,0.000446808569667323,0.00191677582958021,0.000699963476355914,TRUE,2.58496250072116,"red","4"
"Paqr6",13,0,4.70043971814109,4.44924791587689,3.48856910542246,0.000485613277103352,0.00206330495252057,0.00075359603950326,TRUE,1.85021985907055,"red","4"
"Ahsa2",25,5,2.32192809488736,2.07073629262316,3.40004777759281,0.000673740795985385,0.00275707366357144,0.00100698628719327,TRUE,3.48289214233104,"red","4"
"Il20",14,1,3.8073549220576,3.5561631197934,3.37789475793413,0.000730430295588963,0.0029553482838676,0.00107890355215391,TRUE,1.9036774610288,"red","4"
"Lgr6",14,1,3.8073549220576,3.5561631197934,3.37789475793413,0.000730430295588963,0.0029553482838676,0.00107890355215391,TRUE,1.9036774610288,"red","4"
"Gli1",14,1,3.8073549220576,3.5561631197934,3.37789475793413,0.000730430295588963,0.0029553482838676,0.00107890355215391,TRUE,1.9036774610288,"red","4"
"Zcwpw1",14,1,3.8073549220576,3.5561631197934,3.37789475793413,0.000730430295588963,0.0029553482838676,0.00107890355215391,TRUE,1.9036774610288,"red","4"
"Cd48",17,2,3.08746284125034,2.83627103898614,3.36317892509196,0.000770504068826542,0.00309359214511224,0.00112902998432187,TRUE,2.54373142062517,"red","4"
"Aatk",17,2,3.08746284125034,2.83627103898614,3.36317892509196,0.000770504068826542,0.00309359214511224,0.00112902998432187,TRUE,2.54373142062517,"red","4"
"Mtr",17,2,3.08746284125034,2.83627103898614,3.36317892509196,0.000770504068826542,0.00309359214511224,0.00112902998432187,TRUE,2.54373142062517,"red","4"
"Snord83b",17,2,3.08746284125034,2.83627103898614,3.36317892509196,0.000770504068826542,0.00309359214511224,0.00112902998432187,TRUE,2.54373142062517,"red","4"
"Iqcd",17,2,3.08746284125034,2.83627103898614,3.36317892509196,0.000770504068826542,0.00309359214511224,0.00112902998432187,TRUE,2.54373142062517,"red","4"
"Pde4a",17,2,3.08746284125034,2.83627103898614,3.36317892509196,0.000770504068826542,0.00309359214511224,0.00112902998432187,TRUE,2.54373142062517,"red","4"
"Npas2",22,4,2.4594316186373,2.20823981637309,3.32123461532109,0.00089620166840747,0.00351475317394304,0.00128333479901218,TRUE,3.22971580931865,"red","4"
"Ehbp1",22,4,2.4594316186373,2.20823981637309,3.32123461532109,0.00089620166840747,0.00351475317394304,0.00128333479901218,TRUE,3.22971580931865,"red","4"
"Trpm6",22,4,2.4594316186373,2.20823981637309,3.32123461532109,0.00089620166840747,0.00351475317394304,0.00128333479901218,TRUE,3.22971580931865,"red","4"
"Serpinb3d",2,13,-2.70043971814109,-2.95163152040529,-3.27293937765132,0.00106435303046612,0.00408970156512731,0.00149371177462896,TRUE,2.35021985907055,"red","4"
"St8sia1",24,5,2.26303440583379,2.01184260356959,3.26980628885727,0.00107621155691666,0.00413102457506191,0.00150858337875005,TRUE,3.45344529780426,"red","4"
"Apba2",24,5,2.26303440583379,2.01184260356959,3.26980628885727,0.00107621155691666,0.00413102457506191,0.00150858337875005,TRUE,3.45344529780426,"red","4"
"Fcgr2b",13,1,3.70043971814109,3.44924791587689,3.21619724263313,0.00129901517230671,0.00484770694823494,0.00177056365439314,TRUE,1.85021985907055,"red","4"
"Gprc5a",16,2,3,2.7488081977358,3.2104391172266,0.00132532340494025,0.00492832883364834,0.00179975424040861,TRUE,2.5,"red","4"
"Abcd1",16,2,3,2.7488081977358,3.2104391172266,0.00132532340494025,0.00492832883364834,0.00179975424040861,TRUE,2.5,"red","4"
"Ypel4",21,4,2.39231742277876,2.14112562051456,3.18305844357805,0.00145728196369194,0.0053401727478791,0.00195015769573261,TRUE,3.19615871138938,"red","4"
"Prr5l",21,4,2.39231742277876,2.14112562051456,3.18305844357805,0.00145728196369194,0.0053401727478791,0.00195015769573261,TRUE,3.19615871138938,"red","4"
"Nlrp1a",11,0,4.4594316186373,4.2082398163731,3.16463430157525,0.00155277981257892,0.0056325904835792,0.00205666272666986,TRUE,1.72971580931865,"red","4"
"Apol7c",11,0,4.4594316186373,4.2082398163731,3.16463430157525,0.00155277981257892,0.0056325904835792,0.00205666272666986,TRUE,1.72971580931865,"red","4"
"Igdcc4",11,0,4.4594316186373,4.2082398163731,3.16463430157525,0.00155277981257892,0.0056325904835792,0.00205666272666986,TRUE,1.72971580931865,"red","4"
"Adgrl4",1,10,-3.32192809488736,-3.57311989715156,-3.12018251436978,0.00180739014856176,0.00641055633678662,0.00234137462836665,TRUE,1.66096404744368,"red","4"
"Slfn9",18,3,2.58496250072116,2.33377069845695,3.10662759067434,0.00189234626286725,0.00667302391604865,0.00243591486796167,TRUE,2.87744375108173,"red","4"
"Mybpc2",18,3,2.58496250072116,2.33377069845695,3.10662759067434,0.00189234626286725,0.00667302391604865,0.00243591486796167,TRUE,2.87744375108173,"red","4"
"Gpx8",3,14,-2.22239242133645,-2.47358422360065,-3.092228392114,0.00198659937902685,0.00696320098189417,0.00254218483287604,TRUE,2.69615871138938,"red","4"
"Amy1",2,12,-2.58496250072116,-2.83615430298536,-3.08258558101128,0.00205210714538451,0.00714215098174355,0.00260823371090415,TRUE,2.29248125036058,"red","4"
"Gucy2c",2,12,-2.58496250072116,-2.83615430298536,-3.08258558101128,0.00205210714538451,0.00714215098174355,0.00260823371090415,TRUE,2.29248125036058,"red","4"
"F420014N23Rik",15,2,2.90689059560852,2.65569879334432,3.05204989631584,0.00227284316391681,0.00779337031460871,0.00284642994546045,TRUE,2.45344529780426,"red","4"
"Gm12359",12,1,3.58496250072116,3.33377069845695,3.04693688168649,0.00231186249449865,0.00791266057644011,0.00288924404445019,TRUE,1.79248125036058,"red","4"
"Galr2",12,1,3.58496250072116,3.33377069845695,3.04693688168649,0.00231186249449865,0.00791266057644011,0.00288924404445019,TRUE,1.79248125036058,"red","4"
"Kcnk1",12,1,3.58496250072116,3.33377069845695,3.04693688168649,0.00231186249449865,0.00791266057644011,0.00288924404445019,TRUE,1.79248125036058,"red","4"
"Selm",17,3,2.50250034052918,2.25130853826498,2.95433763324177,0.00313340987861795,0.0102426366351727,0.00374005987888008,TRUE,2.83621267098575,"red","4"
"Trpv1",17,3,2.50250034052918,2.25130853826498,2.95433763324177,0.00313340987861795,0.0102426366351727,0.00374005987888008,TRUE,2.83621267098575,"red","4"
"Sash3",17,3,2.50250034052918,2.25130853826498,2.95433763324177,0.00313340987861795,0.0102426366351727,0.00374005987888008,TRUE,2.83621267098575,"red","4"
"Snord95",14,2,2.8073549220576,2.5561631197934,2.88742401776257,0.00388410405498793,0.0123437307608462,0.00450675094223064,TRUE,2.4036774610288,"red","4"
"Vav2",14,2,2.8073549220576,2.5561631197934,2.88742401776257,0.00388410405498793,0.0123437307608462,0.00450675094223064,TRUE,2.4036774610288,"red","4"
"Adamtsl1",14,2,2.8073549220576,2.5561631197934,2.88742401776257,0.00388410405498793,0.0123437307608462,0.00450675094223064,TRUE,2.4036774610288,"red","4"
"Emilin1",14,2,2.8073549220576,2.5561631197934,2.88742401776257,0.00388410405498793,0.0123437307608462,0.00450675094223064,TRUE,2.4036774610288,"red","4"
"Tmem26",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"Mc5r",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"Tnfsf8",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"Pcolce",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"Katnal1",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"Sspo",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"D6Ertd527e",11,1,3.4594316186373,3.20823981637309,2.86911140000249,0.00411626793996502,0.0129417835951601,0.00472342056103679,TRUE,1.72971580931865,"red","4"
"E130309D14Rik",16,3,2.41503749927884,2.16384569701464,2.79684986095158,0.0051603507065352,0.0156877057462747,0.00572774155255386,TRUE,2.79248125036058,"red","4"
"Lmo2",16,3,2.41503749927884,2.16384569701464,2.79684986095158,0.0051603507065352,0.0156877057462747,0.00572774155255386,TRUE,2.79248125036058,"red","4"
"Zfp651",16,3,2.41503749927884,2.16384569701464,2.79684986095158,0.0051603507065352,0.0156877057462747,0.00572774155255386,TRUE,2.79248125036058,"red","4"
"Gm5127",16,3,2.41503749927884,2.16384569701464,2.79684986095158,0.0051603507065352,0.0156877057462747,0.00572774155255386,TRUE,2.79248125036058,"red","4"
"Arhgef25",13,2,2.70043971814109,2.44924791587689,2.71586744283147,0.00661023787244425,0.0193001259620195,0.00704419302076754,TRUE,2.35021985907055,"red","4"
"Ttc34",13,2,2.70043971814109,2.44924791587689,2.71586744283147,0.00661023787244425,0.0193001259620195,0.00704419302076754,TRUE,2.35021985907055,"red","4"
"Pla2g4c",13,2,2.70043971814109,2.44924791587689,2.71586744283147,0.00661023787244425,0.0193001259620195,0.00704419302076754,TRUE,2.35021985907055,"red","4"
"Psg29",13,2,2.70043971814109,2.44924791587689,2.71586744283147,0.00661023787244425,0.0193001259620195,0.00704419302076754,TRUE,2.35021985907055,"red","4"
"Arl13a",13,2,2.70043971814109,2.44924791587689,2.71586744283147,0.00661023787244425,0.0193001259620195,0.00704419302076754,TRUE,2.35021985907055,"red","4"
"Mycbpap",3,12,-2,-2.2511918022642,-2.70782531204607,0.00677256599476051,0.0196470429112514,0.00717583394920972,TRUE,2.58496250072116,"red","4"
"Nckap5",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Derl3",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Lrfn2",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Aldh1b1",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Mir25",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Fgd5",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Gm5627",10,1,3.32192809488736,3.07073629262316,2.68148227942799,0.00732967963273079,0.0209568023560283,0.00764919663121543,TRUE,1.66096404744368,"red","4"
"Ackr1",15,3,2.32192809488736,2.07073629262316,2.63366462858455,0.00844688752398484,0.023609816889345,0.00861950740895679,TRUE,2.74592654816484,"red","4"
"Arsb",15,3,2.32192809488736,2.07073629262316,2.63366462858455,0.00844688752398484,0.023609816889345,0.00861950740895679,TRUE,2.74592654816484,"red","4"
"Itga2",15,3,2.32192809488736,2.07073629262316,2.63366462858455,0.00844688752398484,0.023609816889345,0.00861950740895679,TRUE,2.74592654816484,"red","4"
"Zfp97",15,3,2.32192809488736,2.07073629262316,2.63366462858455,0.00844688752398484,0.023609816889345,0.00861950740895679,TRUE,2.74592654816484,"red","4"
"Gm2011",15,3,2.32192809488736,2.07073629262316,2.63366462858455,0.00844688752398484,0.023609816889345,0.00861950740895679,TRUE,2.74592654816484,"red","4"
"H60c",673,2040,-1.59989074224854,-1.85108254451274,-31.118236284841,1.36493875826547e-212,8.93693651974315e-209,3.26410303932198e-209,FALSE,10.1944080657346,"red","4"
"Srrm2",3834,1544,1.31217758440007,1.06098578213587,25.7046318411538,1.03750530494654e-145,4.52871065609163e-142,1.65405429300099e-142,FALSE,11.2485458294681,"red","4"
"Esd",316,976,-1.62695658938578,-1.87814839164999,-21.735419320866,9.49122883441619e-105,3.107191039667e-101,1.13486223091384e-101,FALSE,9.11725904286999,"red","4"
"Xist",11398,6981,0.707275081215085,0.456083278950883,21.1694880948666,1.82529159761202e-99,4.78043869414589e-96,1.74599477532178e-96,FALSE,13.122855536734,"purple","3"
